Order_ID,Order_Date,Region,Category,Product,Quantity,Unit_Price,Sales,Profit
ORD-1321,2025-08-22,East,Clothing,Sneakers,8,2560.96,20487.68,2238.42
ORD-1322,2025-08-23,North,Office Supplies,Pen Set,3,690.94,2072.82,275.11
ORD-1323,2025-08-23,East,Furniture,Table,9,11341.3,102071.7,11450.26
ORD-1324,2025-08-24,North,Clothing,T-Shirt,9,1252.14,11269.26,1035.7
ORD-1325,2025-08-25,West,Office Supplies,Notebook,5,823.59,4117.95,1010.74
ORD-1326,2025-08-26,South,Clothing,Sneakers,6,1473.29,8839.74,689.32
ORD-1327,2025-08-26,North,Furniture,Desk,9,13748.07,123732.63,35158.8
ORD-1328,2025-08-27,North,Electronics,Monitor,3,27570.18,82710.54,23445.85
ORD-1329,2025-08-28,North,Electronics,Laptop,3,3261.11,9783.33,851.99
ORD-1330,2025-08-28,East,Furniture,Table,2,8755.14,17510.28,5135.32
ORD-1331,2025-08-29,East,Office Supplies,Stapler,2,546.85,1093.7,200.21
ORD-1332,2025-08-30,East,Clothing,Jeans,4,4316.68,17266.72,1734.67
ORD-1333,2025-08-31,West,Clothing,Jeans,5,835.23,4176.15,911.03
ORD-1334,2025-08-31,East,Furniture,Office Chair,6,7127.36,42764.16,9211.75
ORD-1335,2025-09-01,South,Furniture,Bookshelf,10,1420.38,14203.8,1577.14
ORD-1336,2025-09-02,North,Clothing,Jacket,8,4680.56,37444.48,2931.06
ORD-1337,2025-09-03,South,Furniture,Table,1,15414.63,15414.63,4396.54
ORD-1338,2025-09-03,South,Electronics,Keyboard,5,34969.37,174846.85,23979.09
ORD-1339,2025-09-04,North,Furniture,Table,6,8634.68,51808.08,13812.53
ORD-1340,2025-09-05,East,Clothing,T-Shirt,9,815.75,7341.75,896.95
ORD-1341,2025-09-06,South,Clothing,Jeans,6,2164.09,12984.54,2816.33
ORD-1342,2025-09-06,North,Furniture,Desk,9,8612.7,77514.3,20713.77
ORD-1343,2025-09-07,North,Clothing,Jeans,6,3999.73,23998.38,3170.07
ORD-1344,2025-09-08,North,Clothing,Jeans,7,3511.6,24581.2,3566.85
ORD-1345,2025-09-08,South,Electronics,Laptop,1,33104.66,33104.66,5333.32
ORD-1346,2025-09-09,South,Furniture,Bookshelf,3,5042.67,15128.01,3186.62
ORD-1347,2025-09-10,South,Furniture,Office Chair,3,14016.73,42050.19,12104.97
ORD-1348,2025-09-11,North,Furniture,Table,5,20530.39,102651.95,7927.77
ORD-1349,2025-09-11,East,Furniture,Table,5,6905.67,34528.35,5841.29
ORD-1350,2025-09-12,East,Clothing,Jacket,6,4557.19,27343.14,6258.1
ORD-1351,2025-09-13,North,Electronics,Laptop,7,26307.04,184149.28,50489.79
ORD-1352,2025-09-14,West,Clothing,Jacket,9,4031.75,36285.75,5262.11
ORD-1353,2025-09-14,West,Electronics,Laptop,6,12317.85,73907.1,6768.63
ORD-1354,2025-09-15,West,Clothing,T-Shirt,4,4119.55,16478.2,4653.47
ORD-1355,2025-09-16,North,Office Supplies,Stapler,10,934.98,9349.8,2141.46
ORD-1356,2025-09-16,East,Electronics,Keyboard,10,8015.66,80156.6,7637.91
ORD-1357,2025-09-17,West,Clothing,Jeans,7,3293.43,23054.01,5239.29
ORD-1358,2025-09-18,South,Electronics,Headphones,10,55130.95,551309.5,86076.98
ORD-1359,2025-09-19,East,Office Supplies,Pen Set,1,591.59,591.59,107.45
ORD-1360,2025-09-19,West,Office Supplies,Notebook,7,975.08,6825.56,1220.37
ORD-1361,2025-09-20,North,Electronics,Headphones,9,39079.07,351711.63,32953.04
ORD-1362,2025-09-21,East,Electronics,Headphones,8,46380.73,371045.84,70186.76
ORD-1363,2025-09-22,East,Electronics,Keyboard,2,44131.92,88263.84,23195.17
ORD-1364,2025-09-22,East,Furniture,Office Chair,2,19399.75,38799.5,3392.08
ORD-1365,2025-09-23,East,Furniture,Office Chair,1,18684.97,18684.97,4964.58
ORD-1366,2025-09-24,West,Electronics,Laptop,6,2199.4,13196.4,2777.75
ORD-1367,2025-09-24,North,Office Supplies,Stapler,10,422.48,4224.8,878.77
ORD-1368,2025-09-25,South,Furniture,Office Chair,2,7588.97,15177.94,3024.38
ORD-1369,2025-09-26,East,Office Supplies,Pen Set,6,696.4,4178.4,965.75
ORD-1370,2025-09-27,West,Office Supplies,Stapler,3,924.67,2774.01,372.57
ORD-1371,2025-09-27,East,Office Supplies,Notebook,4,174.2,696.8,190.61
ORD-1372,2025-09-28,West,Electronics,Keyboard,1,14218.06,14218.06,1972.74
ORD-1373,2025-09-29,West,Electronics,Laptop,2,40440.47,80880.94,5458.08
ORD-1374,2025-09-30,West,Electronics,Keyboard,6,35894.47,215366.82,47387.8
ORD-1375,2025-09-30,West,Electronics,Headphones,3,12067.23,36201.69,2283.77
ORD-1376,2025-10-01,West,Furniture,Desk,1,24891.53,24891.53,4022.17
ORD-1377,2025-10-02,East,Clothing,Jeans,10,5758.46,57584.6,5402.92
ORD-1378,2025-10-03,North,Office Supplies,Notebook,7,826.95,5788.65,429.34
ORD-1379,2025-10-03,East,Office Supplies,Stapler,1,486.24,486.24,143.59
ORD-1380,2025-10-04,North,Clothing,Jeans,7,2576.1,18032.7,1588.75
ORD-1381,2025-10-05,North,Clothing,Sneakers,8,3377.76,27022.08,7039.48
ORD-1382,2025-10-05,North,Clothing,Jeans,6,808.01,4848.06,1157.8
ORD-1383,2025-10-06,West,Electronics,Keyboard,6,10230.8,61384.8,4037.72
ORD-1384,2025-10-07,South,Electronics,Monitor,2,21027.13,42054.26,6107.43
ORD-1385,2025-10-08,South,Office Supplies,Notebook,9,789.1,7101.9,1820.37
ORD-1386,2025-10-08,South,Office Supplies,Pen Set,4,1316.34,5265.36,476.2
ORD-1387,2025-10-09,West,Office Supplies,Printer Paper,6,871.53,5229.18,772.67
ORD-1388,2025-10-10,South,Office Supplies,Notebook,10,832.61,8326.1,1723.4
ORD-1389,2025-10-11,South,Clothing,Jeans,6,1105.28,6631.68,683.03
ORD-1390,2025-10-11,East,Electronics,Monitor,5,2155.31,10776.55,953.16
ORD-1391,2025-10-12,South,Furniture,Desk,4,14752.99,59011.96,16711.17
ORD-1392,2025-10-13,North,Electronics,Laptop,6,19372.68,116236.08,23432.35
ORD-1393,2025-10-13,East,Furniture,Table,6,20903.98,125423.88,16227.7
ORD-1394,2025-10-14,North,Electronics,Headphones,9,40245.37,362208.33,29136.21
ORD-1395,2025-10-15,West,Furniture,Table,9,6581.23,59231.07,4145.66
ORD-1396,2025-10-16,South,Clothing,Sneakers,4,2805.22,11220.88,857.46
ORD-1397,2025-10-16,East,Clothing,T-Shirt,2,4006.15,8012.3,705.13
ORD-1398,2025-10-17,East,Electronics,Monitor,2,28020.19,56040.38,3616.9
ORD-1399,2025-10-18,North,Furniture,Office Chair,8,8136.52,65092.16,10257.5
ORD-1400,2025-10-19,East,Office Supplies,Notebook,9,1184.91,10664.19,1240.74
ORD-1401,2025-10-19,North,Clothing,Sneakers,1,3203.71,3203.71,958.47
ORD-1402,2025-10-20,South,Electronics,Monitor,4,11086.15,44344.6,9486.68
ORD-1403,2025-10-21,North,Office Supplies,Pen Set,5,1335.58,6677.9,1084.8
ORD-1404,2025-10-21,South,Office Supplies,Printer Paper,6,1249.93,7499.58,1750.43
ORD-1405,2025-10-22,South,Electronics,Headphones,7,25436.32,178054.24,30329.05
ORD-1406,2025-10-23,East,Furniture,Bookshelf,5,19246.96,96234.8,8110.42
ORD-1407,2025-10-24,North,Electronics,Laptop,5,50190.76,250953.8,52028.92
ORD-1408,2025-10-24,East,Furniture,Office Chair,4,9913.81,39655.24,4618.36
ORD-1409,2025-10-25,South,Office Supplies,Notebook,4,435.73,1742.92,152.17
ORD-1410,2025-10-26,East,Clothing,Jeans,4,1687.82,6751.28,1437.53
ORD-1411,2025-10-27,South,Electronics,Laptop,4,51686.26,206745.04,30618.62
ORD-1412,2025-10-27,North,Electronics,Laptop,9,6847.25,61625.25,13229.28
ORD-1413,2025-10-28,West,Electronics,Headphones,1,50579.6,50579.6,3014.88
ORD-1414,2025-10-29,West,Clothing,T-Shirt,7,4058.32,28408.24,7777.59
ORD-1415,2025-10-29,East,Electronics,Monitor,1,4745.8,4745.8,852.36
ORD-1416,2025-10-30,West,Electronics,Keyboard,1,27041.77,27041.77,1675.45
ORD-1417,2025-10-31,West,Electronics,Monitor,1,5067.39,5067.39,343.64
ORD-1418,2025-11-01,South,Electronics,Laptop,4,44460.49,177841.96,24597.83
ORD-1419,2025-11-01,West,Clothing,Jacket,4,4715.53,18862.12,4061.82
ORD-1420,2025-11-02,West,Office Supplies,Printer Paper,10,192.67,1926.7,414.39
ORD-1421,2025-11-03,West,Clothing,Sneakers,10,419.39,4193.9,295.85
ORD-1422,2025-11-04,South,Electronics,Monitor,8,46338.01,370704.08,76426.54
ORD-1423,2025-11-04,South,Office Supplies,Pen Set,3,226.01,678.03,138.15
ORD-1424,2025-11-05,South,Electronics,Laptop,9,32193.89,289745.01,17526.04
ORD-1425,2025-11-06,South,Furniture,Office Chair,4,8027.73,32110.92,9472.48
ORD-1426,2025-11-07,West,Electronics,Laptop,2,8383.27,16766.54,2256.22
ORD-1427,2025-11-07,West,Furniture,Bookshelf,9,9932.01,89388.09,14125.04
ORD-1428,2025-11-08,North,Furniture,Office Chair,2,23633.82,47267.64,5207.63
ORD-1429,2025-11-09,East,Clothing,Sneakers,3,5355.47,16066.41,3397.29
ORD-1430,2025-11-09,East,Furniture,Table,7,22102.45,154717.15,17731.81
ORD-1431,2025-11-10,South,Furniture,Office Chair,5,24481.53,122407.65,29016.49
ORD-1432,2025-11-11,West,Office Supplies,Printer Paper,6,1142.12,6852.72,804.05
ORD-1433,2025-11-12,West,Electronics,Laptop,2,7190.27,14380.54,3182.77
ORD-1434,2025-11-12,South,Office Supplies,Pen Set,3,268.48,805.44,109.21
ORD-1435,2025-11-13,East,Office Supplies,Notebook,1,787.12,787.12,97.91
ORD-1436,2025-11-14,North,Office Supplies,Notebook,7,886.9,6208.3,1671.8
ORD-1437,2025-11-15,West,Office Supplies,Stapler,10,859.16,8591.6,2173.14
ORD-1438,2025-11-15,West,Electronics,Monitor,1,17251.8,17251.8,1699.1
ORD-1439,2025-11-16,East,Furniture,Desk,9,14322.04,128898.36,30067.84
ORD-1440,2025-11-17,West,Office Supplies,Printer Paper,2,565.31,1130.62,278.07
ORD-1441,2025-11-17,North,Clothing,Jeans,10,4637.65,46376.5,2728.23
ORD-1442,2025-11-18,East,Furniture,Desk,9,23993.76,215943.84,30660.83
ORD-1443,2025-11-19,South,Clothing,Jacket,7,2980.82,20865.74,3662.2
ORD-1444,2025-11-20,East,Clothing,Jacket,4,4415.8,17663.2,4796.42
ORD-1445,2025-11-20,North,Furniture,Office Chair,6,10902.92,65417.52,14647.28
ORD-1446,2025-11-21,North,Furniture,Desk,4,5351.66,21406.64,3145.03
ORD-1447,2025-11-22,North,Office Supplies,Printer Paper,4,789.66,3158.64,729.18
ORD-1448,2025-11-23,West,Clothing,Jeans,7,4306.78,30147.46,1905.35
ORD-1449,2025-11-23,East,Furniture,Desk,2,15451.5,30903.0,1722.32
ORD-1450,2025-11-24,South,Electronics,Monitor,3,4266.22,12798.66,1709.38
ORD-1451,2025-11-25,West,Furniture,Desk,5,19926.76,99633.8,17866.06
ORD-1452,2025-11-25,East,Electronics,Keyboard,7,44341.93,310393.51,33821.84
ORD-1453,2025-11-26,North,Clothing,T-Shirt,9,5618.75,50568.75,10651.87
ORD-1454,2025-11-27,South,Furniture,Table,4,19855.64,79422.56,6320.77
ORD-1455,2025-11-28,North,Office Supplies,Pen Set,7,879.21,6154.47,1212.08
ORD-1456,2025-11-28,North,Clothing,T-Shirt,10,2206.71,22067.1,1247.88
ORD-1457,2025-11-29,North,Furniture,Desk,6,7553.7,45322.2,8136.23
ORD-1458,2025-11-30,East,Office Supplies,Notebook,3,425.98,1277.94,201.17
ORD-1459,2025-12-01,West,Electronics,Laptop,5,29269.64,146348.2,23239.38
ORD-1460,2025-12-01,East,Electronics,Keyboard,6,38165.3,228991.8,14302.94
ORD-1461,2025-12-02,North,Furniture,Bookshelf,1,19725.11,19725.11,1020.92
ORD-1462,2025-12-03,West,Furniture,Desk,9,19033.0,171297.0,36698.46
ORD-1463,2025-12-04,West,Electronics,Headphones,8,4177.64,33421.12,4028.81
ORD-1464,2025-12-04,West,Office Supplies,Printer Paper,7,1364.07,9548.49,1073.12
ORD-1465,2025-12-05,North,Clothing,Jeans,10,5115.3,51153.0,5986.68
ORD-1466,2025-12-06,East,Electronics,Keyboard,8,3552.83,28422.64,5824.51
ORD-1467,2025-12-06,South,Electronics,Laptop,4,19459.22,77836.88,18911.59
ORD-1468,2025-12-07,West,Office Supplies,Printer Paper,2,1112.05,2224.1,416.08
ORD-1469,2025-12-08,West,Office Supplies,Stapler,7,620.5,4343.5,1116.14
ORD-1470,2025-12-09,North,Clothing,Jeans,9,3118.54,28066.86,8276.57
ORD-1471,2025-12-09,East,Office Supplies,Printer Paper,10,327.23,3272.3,440.34
ORD-1472,2025-12-10,North,Electronics,Laptop,9,11634.51,104710.59,5812.36
ORD-1473,2025-12-11,North,Clothing,Jacket,10,806.39,8063.9,1781.63
ORD-1474,2025-12-12,East,Electronics,Keyboard,2,24715.49,49430.98,9176.19
ORD-1475,2025-12-12,South,Furniture,Office Chair,1,15709.6,15709.6,1673.65
ORD-1476,2025-12-13,North,Electronics,Headphones,5,9144.81,45724.05,9878.54
ORD-1477,2025-12-14,East,Furniture,Desk,2,21687.69,43375.38,7158.7
ORD-1478,2025-12-14,East,Furniture,Table,8,19887.28,159098.24,12407.11
ORD-1479,2025-12-15,East,Furniture,Bookshelf,3,19870.68,59612.04,5981.53
ORD-1480,2025-12-16,South,Electronics,Keyboard,10,20348.73,203487.3,48671.7
ORD-1481,2025-12-17,West,Office Supplies,Stapler,8,1322.85,10582.8,2856.25
ORD-1482,2025-12-17,North,Furniture,Bookshelf,9,14444.37,129999.33,30898.55
ORD-1483,2025-12-18,West,Office Supplies,Pen Set,9,186.52,1678.68,228.16
ORD-1484,2025-12-19,East,Electronics,Headphones,4,48061.98,192247.92,27488.22
ORD-1485,2025-12-20,East,Electronics,Monitor,2,6329.75,12659.5,2028.91
ORD-1486,2025-12-20,North,Clothing,Sneakers,10,836.01,8360.1,1163.46
ORD-1487,2025-12-21,East,Clothing,T-Shirt,5,2080.39,10401.95,2191.36
ORD-1488,2025-12-22,South,Clothing,Jeans,8,3265.09,26120.72,4228.96
ORD-1489,2025-12-22,East,Clothing,Jeans,7,3796.8,26577.6,3741.47
ORD-1490,2025-12-23,East,Furniture,Bookshelf,8,13169.23,105353.84,21021.06
ORD-1491,2025-12-24,North,Clothing,Sneakers,5,4476.02,22380.1,5709.04
ORD-1492,2025-12-25,North,Clothing,Jeans,6,5816.21,34897.26,9220.5
ORD-1493,2025-12-25,East,Clothing,Jacket,7,5812.62,40688.34,6283.92
ORD-1494,2025-12-26,East,Electronics,Laptop,2,10624.53,21249.06,5747.49
ORD-1495,2025-12-27,North,Office Supplies,Printer Paper,5,861.65,4308.25,783.45
ORD-1496,2025-12-28,North,Clothing,Jeans,10,752.62,7526.2,1752.66
ORD-1497,2025-12-28,East,Clothing,T-Shirt,9,4968.66,44717.94,8281.69
ORD-1498,2025-12-29,West,Clothing,Sneakers,9,2985.66,26870.94,6863.09
ORD-1499,2025-12-30,West,Electronics,Laptop,8,30057.38,240459.04,61812.96
ORD-1500,2025-12-31,North,Furniture,Desk,5,3710.64,18553.2,1332.02
